DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35190221,592,50.0,140328.72003565426,170.0
35190222,914,73.8,193583.47329868964,285.0
35190223,423,64.5,78749.19769332437,135.0
35190224,625,57.0,135069.78320606606,180.0
35190225,415,71.1,179441.20715791904,140.0
35190226,286,63.3,71091.7416786839,80.0
35190227,553,75.5,134005.0345299206,160.0
35190228,600,62.1,457010.09532612044,185.0
35190229,501,58.2,176500.60288052296,150.0
35190230,432,58.0,330625.8829087353,135.0
35190235,577,53.1,205031.4804346608,165.0
35190236,2472,68.7,3314987.4598292303,665.0
35190237,270,74.0,83179.85295854665,70.0
35190238,418,78.4,137645.98347587223,110.0
35190239,668,73.4,214584.74512350842,180.0
35190240,457,67.5,210663.43382897362,125.0
35190241,569,58.7,209975.66197158024,165.0
35190242,606,73.8,1701579.240138945,160.0
35190243,770,63.9,1638817.62592458,240.0
35190244,326,64.9,76900.06043333263,90.0
35190245,382,71.4,98033.7275635154,110.0
35190246,406,65.3,83360.83445954153,110.0
35190247,670,62.8,197878.41055573348,190.0
35190248,610,60.6,155551.88949811726,180.0
35190252,861,73.7,117352.23735156021,260.0
35190253,318,76.1,72901.13191647711,105.0
35190254,493,65.1,5630013.403645947,160.0
35190255,424,67.6,79732.27340322551,105.0
35190256,701,53.0,132229.7510119807,200.0
35190257,2147,59.8,2131770.9195126835,630.0
35190258,353,55.2,75586.77180258746,110.0
35190259,978,74.3,1808592.2606204518,275.0
35190260,924,52.9,2073124.1776528505,285.0
35190261,1573,67.2,28015448.197289456,455.0
35190262,499,58.8,1673538.3806650566,150.0
35190263,2154,68.7,1134461.3212593566,640.0
35190264,786,70.8,293842.0856635168,220.0
35190265,516,74.4,50840.5087522907,135.0
35190266,1013,71.8,249803.2374570542,295.0
35190267,308,48.1,59214.45549026767,90.0
35190268,264,63.6,42233.3979479924,80.0
35190269,267,73.3,33464.66662658312,75.0
35190270,1070,66.7,253658.1801699745,320.0
35190271,405,67.1,55215.976086838884,110.0
35190272,586,69.5,459573.7356130479,175.0
35190273,652,68.6,128555.55796514852,180.0
35190274,614,63.6,79800.36903406066,180.0
35190275,491,66.2,85730.69403548437,140.0
35190276,672,67.0,82507.58500061552,180.0
35190277,459,67.6,102903.82293418143,120.0
35190278,471,63.0,54917.97715301593,120.0
35190279,674,82.2,122074.37284392165,175.0
35190280,736,63.2,127247.70452861572,200.0
35190281,373,78.6,49675.44011695466,110.0
35190282,2286,64.5,451855.0324275878,1090.0
35190283,1253,71.7,305431.6375462504,340.0
35190284,416,62.7,71992.75409989539,105.0
35190285,556,67.1,232122.69956995116,155.0
35190286,912,74.1,212292.46531185595,230.0
35190287,275,78.6,53300.71269080112,70.0
35190288,1378,64.7,1710229.9500042964,360.0
35190289,808,68.7,195678.68001375542,190.0
35190290,1043,74.7,455541.91919723403,285.0
35190291,774,68.1,244781.00447868629,200.0
35190292,295,63.6,72382.29017954884,80.0
35190293,537,77.1,89991.30390975215,130.0
35190294,586,74.2,180002.01174959028,150.0
35190295,337,76.0,46798.51234930212,90.0
35190296,957,67.1,150268.80846147076,280.0
35190297,1008,62.1,118955.08578707631,410.0
35190300,508,57.0,143108.23138623615,125.0
35190301,849,58.9,190365.2035630591,215.0
35190302,491,60.0,93672.80962134054,130.0
35190303,516,59.6,107198.64020142768,150.0
35190304,666,53.8,293337.8040561305,165.0
35190305,585,68.8,289149.1682144774,155.0
35190306,542,80.0,128510.96154835827,145.0
35190307,1254,72.2,301277.76478182204,305.0
35190308,1410,73.4,3020152.754557186,395.0
35190309,410,64.8,184839.77954752397,140.0
35190310,270,58.7,242146.09110729597,85.0
35190311,825,50.3,105429.57408729705,430.0
35190312,953,51.6,166631.10560526288,365.0
35190313,304,58.8,84236.1075451902,100.0
35190316,445,42.4,298064.350750519,250.0
35190317,475,52.6,246702.76068945313,155.0
35190318,807,60.9,54659.09786274837,320.0
35190320,1365,59.9,417315.64877546614,505.0
35190326,481,72.2,106340.0098496106,130.0
35190327,241,80.5,33878.68987650657,75.0
35190328,240,64.3,35597.30632955892,70.0
35190329,1059,48.3,107377.74539243225,445.0
35190332,1592,61.3,420260.3698793528,460.0
35190334,785,62.5,149035.19589163025,200.0
35190336,456,56.9,220084.1901540506,140.0
35190337,1304,52.7,55378.10005003252,695.0
35190338,1329,64.3,222473.79253285006,460.0
35190339,390,68.8,60975.35421010101,115.0
35190340,475,72.2,64848.34783430919,130.0
35190341,1074,79.2,204208.04536727088,340.0
35190342,1269,66.7,253254.5268009598,365.0
35190343,227,76.3,33245.5832709828,65.0
35190344,759,77.6,146431.2944111368,215.0
35190345,543,58.0,90935.29611696355,145.0
35190346,500,69.7,67904.41303461013,125.0
35190347,513,55.6,108793.58604084504,140.0
35190348,371,61.4,57073.160181965155,110.0
35190349,337,63.8,107842.92540492272,95.0
35190350,518,66.7,61851.843912484044,135.0
35190351,277,63.8,30319.214332144293,70.0
35190352,936,65.6,355757.23063323606,255.0
35190353,732,60.2,158382.2184894405,210.0
35190354,376,64.5,62055.356234760475,105.0
35190355,504,73.9,125927.81667852937,150.0
35190356,739,63.0,88511.1415482199,215.0
35190357,520,54.8,121786.46821319524,145.0
35190358,595,76.5,159421.28714616218,170.0
35190359,346,80.4,42388.879404153544,100.0
35190360,698,70.6,145406.39003126408,210.0
35190364,716,84.8,101750.77778677874,210.0
35190365,227,76.9,25847.194903544107,60.0
35190366,1189,59.4,351547.1544014379,480.0
35190367,415,58.1,79398.99821941493,120.0
35190370,378,70.6,200193.21268985633,115.0
35190371,465,51.8,130085.60950968688,195.0
35190372,428,70.9,139219.195062872,160.0
35190373,432,69.3,128547.01053431284,150.0
35190374,469,47.0,546096.0591209808,165.0
35190375,465,52.1,159324.0114543961,155.0
35190376,898,62.5,598381.0476048164,300.0
35190377,645,70.6,347358.20347039885,200.0
35190378,545,52.7,160967.418219142,175.0
35190379,519,47.8,429877.0616592294,190.0
35190380,532,59.8,163993.32993774806,180.0
35190381,281,63.3,198749.60828256278,85.0
35190382,773,72.0,138252.98373551675,255.0
35190383,339,70.6,33836.03668223599,110.0
35190384,513,66.7,188088.14965302823,180.0
35190385,423,30.8,337119.9470276325,185.0
35190389,923,45.3,865682.3102623413,385.0
35190390,903,63.2,766914.8108641871,345.0
35190391,376,63.5,120502.16089202263,125.0
35190392,547,63.6,344311.96380658937,190.0
35190393,774,70.0,863806.2420240233,275.0
35190394,320,43.1,84663.49569949448,105.0
35190395,485,51.9,134625.06362441243,165.0
35190396,561,57.3,182345.86840011497,205.0
35190397,1829,68.0,992306.2109202306,535.0
35190398,365,72.7,52350.55983630871,120.0
35190401,280,74.0,54607.90458528776,80.0
35190403,399,68.4,1005361.649461455,120.0
35190404,373,67.2,70779.34799964384,105.0
35190405,785,75.0,160417.39122230947,215.0
35190406,530,70.5,222796.29927299198,145.0
35190407,543,63.3,192332.38636033612,180.0
35190408,624,62.5,144645.84965098312,190.0
35190409,612,68.6,227169.9441939101,160.0
35190410,947,70.3,190102.05283891188,395.0
35190411,286,56.0,77963.15096895448,90.0
35190412,364,53.0,269507.57386237034,110.0
35190413,651,73.5,174026.71014727603,195.0
35190414,603,68.3,129367.7840555944,180.0
35190415,1085,60.2,1653810.6421318802,365.0
35190416,290,42.6,28310.710657575393,95.0
35190417,430,68.1,83719.5452632195,130.0
35190418,432,66.7,103849.60527811255,150.0
35190419,310,59.6,64564.6763441229,105.0
35190420,1010,71.8,1223561.2907400832,350.0
35190421,288,60.5,33176.93341225203,90.0
35190422,359,59.7,145131.38598936863,115.0
35190423,878,59.0,662766.2740152598,275.0
35190424,635,69.7,356995.2717572074,205.0
35190425,434,64.0,229732.72306115733,130.0
35190426,679,60.8,577285.7269778196,225.0
35190427,444,68.2,253270.79465688247,155.0
35190428,1012,71.3,949650.3235856557,285.0
35190429,405,60.6,85598.9139140932,115.0
35190430,479,56.0,218608.48454695079,135.0
35190431,431,68.8,117039.67603061242,125.0
35190432,589,61.9,113399.41698063393,170.0
35190433,3540,59.0,4207433.097674613,1540.0
35190434,1646,65.7,3264098.012218824,595.0
35190435,347,55.0,60864.83829829823,80.0
35190436,350,56.1,62563.29189833441,95.0
35190437,288,43.6,54213.95815362924,75.0
35190438,459,53.2,83528.50729575122,115.0
35190439,559,67.7,100599.9753194713,140.0
35190440,469,63.0,133338.81068941846,130.0
35190441,398,46.4,108276.11543615935,100.0
35190442,456,61.2,94674.39924556276,135.0
35190443,238,52.5,106625.87656569119,60.0
35190444,1351,60.9,301064.0405711223,480.0
35190445,822,64.6,250330.14414993915,210.0
35190446,434,54.2,79673.88160456279,115.0
35190447,420,47.9,88792.24913163921,105.0
35190448,1091,58.6,232065.7303542488,310.0
35190453,695,55.6,118489.89448437621,205.0
35190454,327,68.5,50636.00710755908,95.0
35190455,581,62.7,1035582.3487637179,160.0
35190457,371,67.7,59562.41219627743,115.0
35190458,905,42.8,110862.29773484242,465.0
35190459,689,36.4,160182.2228630869,385.0
35190460,348,60.0,239206.8277197516,120.0
35190463,1052,65.1,294175.94833200844,430.0
35190464,462,68.4,123368.70738339437,160.0
35190465,402,72.9,107023.41758703753,130.0
35190466,1254,77.1,425249.5845420681,410.0
35190467,739,70.2,308874.1600533719,215.0
35190468,307,61.5,167717.01460610508,95.0
35190469,437,67.6,178994.62108941012,115.0
35190470,632,72.4,292031.39146389544,190.0
35190471,619,69.5,210049.5956830103,190.0
35190472,393,71.9,62606.62428491027,110.0
35190473,733,64.8,255628.9343052916,205.0
35190474,566,71.4,85112.90353351909,180.0
35190475,747,60.4,325214.03915638954,280.0
35190476,521,73.2,65673.31263299985,165.0
35190477,588,68.0,90263.21304623144,165.0
35190480,334,51.0,131362.7770600497,110.0
35190481,294,57.7,96423.48987291942,115.0
35190482,270,71.4,105453.99836315322,110.0
35190483,380,77.2,68725.63165555224,160.0
35190484,1573,59.4,234199.62091050763,630.0
35190485,361,64.5,71056.86327156989,110.0
35190486,1292,66.2,90390.32992104722,525.0
35190487,531,69.9,112026.43198829723,205.0
35190488,553,62.5,184361.79407539472,160.0
35190489,376,89.8,102340.50841295955,145.0
35190490,494,63.1,147614.45682886255,155.0
35190491,350,56.9,122454.07844317496,135.0
35190492,669,70.2,65712.92728776947,370.0
35190493,631,58.2,127256.47273653198,285.0
35190494,370,50.8,132864.56634787968,135.0
35190495,1419,52.4,387847.9372679422,625.0
35190496,407,70.4,273592.261947183,155.0
35190497,459,73.6,263776.79991772067,135.0
35190498,471,40.5,81735.66952305641,225.0
35190499,389,38.5,145560.95229467592,220.0
35190500,455,70.3,225079.41888354486,165.0
35190501,471,66.7,233387.58600083904,240.0
35190502,296,70.0,101129.90729249798,130.0
35190503,414,64.7,100232.02482868459,170.0
35190504,654,67.6,153863.87242346813,260.0
35190505,478,63.4,134077.2890131555,210.0
35190506,630,63.9,146450.61269217424,250.0
35190507,419,63.6,253505.1471915116,125.0
35190508,878,54.1,793668.3692389939,340.0
35190511,935,62.8,177713.82774233416,240.0
35190512,537,67.9,177122.01985228847,135.0
35190513,599,68.4,101634.21817710795,145.0
35190514,352,68.6,59028.0630860349,90.0
35190515,1744,47.9,375507.483205188,420.0
35190516,771,64.1,190408.82705576133,190.0
35190517,1139,70.7,289833.46453625313,295.0
35190518,1049,66.0,547813.8726655147,270.0
35190519,280,72.5,41633.9951039433,65.0
35190520,666,65.5,129609.28245310925,165.0
35190521,877,79.3,896188.2804437468,235.0
35190522,701,63.5,182329.07163726428,175.0
35190525,436,62.7,131807.37219158822,155.0
35190526,404,55.1,100310.79154993607,155.0
35190527,611,66.0,92687.18198859146,215.0
35190528,399,57.6,71409.4050531739,150.0
35190529,591,70.4,118118.19977882066,205.0
35190530,475,78.2,84514.63082526259,175.0
35190531,407,72.6,174411.56194992503,155.0
35190532,435,63.4,170889.69980528345,155.0
35190533,477,67.1,128379.21540446625,170.0
35190534,453,60.3,127939.3283457298,160.0
35190537,787,56.4,267277.33118632075,190.0
35190538,438,72.6,125538.08667231185,115.0
35190539,228,58.8,76689.33213579516,60.0
35190540,973,57.9,513507.43145122024,250.0
35190541,261,63.6,90231.75533410494,70.0
35190542,419,64.4,150060.15020873095,120.0
35190543,317,68.0,187329.64045440336,85.0
35190544,592,61.9,269924.7527185478,150.0
35190545,476,59.8,125660.49080467354,135.0
35190546,480,58.8,110237.50479214246,130.0
35190547,631,65.7,237149.43005463708,160.0
35190548,557,53.9,144502.8278685651,140.0
35190549,563,57.3,99123.1944556348,135.0
35190550,830,62.9,587118.6973667649,210.0
35190551,593,56.3,127184.53474745386,140.0
35190552,284,83.3,64621.366522968834,80.0
35190553,695,54.5,315988.26114240877,160.0
35190554,882,54.2,337009.39764673024,220.0
35190558,997,56.6,244110.42578274134,250.0
35190559,576,54.1,210512.32208052214,150.0
35190561,641,57.4,251028.6429168257,205.0
35190562,378,55.2,55150.7723820532,130.0
35190563,654,62.6,166535.48488878814,165.0
35190564,753,66.4,215847.5957192291,180.0
35190565,972,64.3,292231.27696526377,235.0
35190566,476,67.1,93265.17238826063,120.0
35190567,358,77.2,122454.98752561047,90.0
35190568,343,69.8,61949.302089180856,90.0
35190569,403,64.8,74971.11660937658,105.0
35190570,502,69.0,101345.95670290428,125.0
35190571,688,66.1,212035.7774074159,190.0
35190572,724,57.4,231854.83785179976,195.0
35190573,375,59.1,93859.71493214002,105.0
35190575,497,58.9,101695.79005820256,120.0
35190576,422,65.7,100364.76461818075,110.0
35190577,507,56.1,173760.8427452894,130.0
35190578,641,59.4,165177.40056378473,170.0
35190581,501,53.6,1024477.3983342955,145.0
35190583,389,78.3,116665.46861498227,105.0
35190584,453,62.7,126475.27031945268,125.0
35190585,1366,67.0,815977.4990310306,405.0
35190586,618,65.4,238996.04727506344,180.0
35190587,821,62.5,230455.8869102107,235.0
35190588,477,61.4,267114.94922489364,160.0
35190589,501,55.0,171492.9668775731,170.0
35190590,928,64.8,404942.33286831435,285.0
35190591,892,40.2,228780.29770412887,395.0
35190592,575,75.8,503934.2101569615,185.0
35190593,269,68.3,101744.12200593138,80.0
35190594,363,57.6,98946.8858127751,110.0
35190595,600,66.3,148828.36323935358,175.0
35190596,566,74.2,172215.73512992883,170.0
35190598,1435,61.3,356927.1348896629,375.0
35190599,690,73.3,155525.3672924372,180.0
35190600,865,59.9,251819.29982265257,230.0
35190601,256,73.8,57755.135833511355,65.0
35190602,305,74.0,74439.93308706742,85.0
35190603,294,80.4,55982.90071676636,70.0
35190604,598,57.1,158581.96043937196,150.0
35190605,512,54.2,197413.65921209502,130.0
35190606,261,51.1,33481.53422181334,65.0
35190607,1158,51.5,369315.45216095325,425.0
35190608,306,69.1,28840.420363118974,95.0
35190609,1311,73.3,290957.0261845453,380.0
35190610,421,64.3,77773.92988677764,115.0
35190611,720,74.2,130641.41609256317,195.0
35190612,566,71.0,278241.0809049032,150.0
35190613,393,65.7,58705.54751591643,105.0
35190614,624,78.7,121647.59071573235,170.0
35190615,474,70.3,92683.39446601603,140.0
35190616,873,72.4,166652.74877143904,240.0
35190617,556,68.0,100672.84179193102,155.0
35190619,375,60.9,87354.79633659693,110.0
35190620,1087,66.5,271461.0054686772,295.0
35190621,1093,67.4,304938.1088339628,360.0
35190622,605,81.4,137252.81244140436,175.0
35190623,585,65.7,913461.9060947421,220.0
35190624,481,56.0,161021.79022405803,170.0
35190625,543,43.0,330760.81866142724,210.0
35190626,777,59.5,276395.8077345382,305.0
35190627,569,39.6,195448.566489048,355.0
35190628,665,63.9,3069677.5208318406,245.0
35190629,528,61.0,206579.49626586068,185.0
35190630,5552,63.6,1675813.1506801483,1515.0
35190631,900,29.1,344780.02371290367,515.0
35190632,1023,71.4,335323.07652128424,315.0
35190633,947,67.3,478724.375070197,315.0
35190634,638,43.8,201407.6133129726,220.0
35190635,496,47.4,110082.4881897836,145.0
35190636,1404,56.4,6212239.716684653,420.0
35190637,439,68.5,28356.866681773125,120.0
35190639,391,60.0,65074.56181665745,100.0
35190640,1833,62.1,291568.9322525308,465.0
35190641,1599,63.6,319542.70269557775,440.0
35190642,940,63.8,236495.97672933046,265.0
35190643,1023,61.1,176974.98234518763,275.0
35190644,397,60.3,66088.14760217229,95.0
35190645,269,66.0,30801.828656258498,75.0
35190646,1072,59.4,541976.2002896308,255.0
35190647,260,63.6,25654.582499864046,70.0
35190648,925,54.7,210028.8476313565,225.0
35190649,495,55.0,51494.06202577284,120.0
35190650,1859,59.8,285481.0962988933,450.0
35190651,464,55.1,80908.0005950746,115.0
35190652,372,55.7,52060.80989859858,95.0
35190654,842,70.8,103844.58495409656,200.0
35190656,856,58.7,90697.11619380822,220.0
35190657,675,64.9,102313.41144503957,165.0
35190658,995,58.4,147942.182535038,310.0
35190659,1079,59.1,92842.70677596478,265.0
35190660,276,63.2,21493.550374017774,65.0
35190661,368,73.4,34802.881310347315,95.0
35190663,312,47.8,25982.083558232418,75.0
35190664,312,68.1,26816.778842990334,65.0
35190665,556,53.0,69964.40445183581,125.0
35190666,938,55.0,124571.64916542302,220.0
35190667,591,57.6,152270.59647295668,140.0
35190668,575,69.9,75504.95536558615,140.0
35190669,596,76.8,73776.16687082167,155.0
35190670,496,47.5,52859.715758390295,125.0
35190671,1046,61.3,211954.28966640704,250.0
35190672,538,72.0,61053.777885362535,135.0
35190673,647,70.6,136822.06394409214,160.0
35190674,302,72.9,137900.7556748183,75.0
35190675,1767,66.9,1780587.2184099338,455.0
35190676,1846,63.2,314074.5610378633,425.0
35190680,560,62.4,67965.16980488077,130.0
35190681,428,61.5,40882.9412216337,110.0
35190683,637,68.8,74729.61081038776,155.0
35190684,490,71.8,57685.921774915994,125.0
35190685,817,58.4,185819.70120356086,195.0
35190686,951,51.7,96912.32291185306,230.0
35190687,405,44.4,30752.63820925638,100.0
35190688,589,64.2,89438.69442103212,135.0
35190689,450,70.2,51682.65454134486,100.0
35190690,749,69.0,129061.2105117868,175.0
35190691,634,54.6,86014.25575922408,140.0
35190692,637,56.8,71171.89403160794,145.0
35190693,948,55.2,196555.53871930914,215.0
35190694,546,46.5,57353.484809987895,110.0
35190695,496,75.8,63034.89375899363,115.0
35190696,699,62.6,139549.5191531664,155.0
35190697,684,51.3,163109.84374126326,155.0
35190698,5592,62.8,1282871.8904085555,1300.0
35190700,5689,68.3,4091502.957976123,1350.0
35190702,1793,71.1,1238191.063310721,590.0
35190703,971,61.8,225849.81629711017,245.0
35190704,3363,68.1,1691879.0369811826,895.0
35190705,466,61.5,97232.52762812676,145.0
35190706,606,68.3,213650.21814606793,185.0
35190707,524,66.3,132512.61851776263,165.0
35190708,334,66.0,112145.74616066842,105.0
35190709,331,68.4,119822.47441600577,125.0
35190710,558,62.1,134152.0647762118,210.0
35190711,546,73.1,155778.6480617122,180.0
35190712,528,61.7,194750.38684285537,170.0
35190713,570,76.8,261676.85796106566,190.0
35190714,495,74.4,132856.17793924958,145.0
35190715,376,75.9,68051.59598550666,115.0
35190716,939,66.9,290635.34275341564,255.0
35190717,473,70.0,86882.74556081867,120.0
35190718,672,69.3,159767.5183071184,185.0
35190719,6363,77.8,26057285.2571786,1970.0
35190720,799,63.3,161716.8558952182,215.0
35190721,437,78.9,88553.42103002434,130.0
35190722,622,66.3,171178.48828328634,190.0
35190723,447,62.3,154714.56666393465,125.0
35190724,686,70.5,211963.8798466031,230.0
35190725,403,60.9,149468.99072495144,135.0
35190726,581,73.0,178745.81675409665,190.0
35190727,635,54.4,385538.7913937242,220.0
35190728,514,67.5,418791.22282549413,190.0
35190729,399,66.1,195282.99683717714,145.0
35190730,388,77.4,259796.04638539214,145.0
35190731,494,41.9,151058.9600940832,305.0
35190732,1058,63.2,362115.141574153,365.0
35190733,581,74.5,175021.93572475086,170.0
35190734,864,69.3,179620.98451312847,235.0
35190735,718,64.3,486678.1509191801,195.0
35190736,689,67.2,141076.90944971566,180.0
35190737,257,75.0,36477.383063307694,60.0
35190738,237,75.0,46620.01194918259,65.0
35190739,883,66.5,237681.16549034612,220.0
35190740,857,54.3,165198.86708602548,220.0
35190741,1015,58.9,138812.02666596402,265.0
35190742,308,58.0,36305.06876158126,95.0
35190743,614,63.8,89961.62676994089,155.0
35190744,406,62.9,44042.52569750632,95.0
35190746,380,65.6,54339.459860625844,95.0
35190748,700,64.7,748786.4834481452,210.0
35190749,1245,66.0,2366595.4424327933,385.0
35190750,338,61.9,197893.5682690597,85.0
35190751,457,71.6,82812.41408894453,125.0
35190752,934,66.9,324864.1952948159,240.0
35190753,548,58.3,299694.276874061,145.0
35190754,278,59.1,149007.54018077077,75.0
35190756,865,63.3,342802.7213463653,225.0
35190759,812,55.3,259102.54112863622,235.0
35190761,987,69.9,311312.83797074255,325.0
35190762,344,50.9,99272.27380915932,100.0
35190763,898,72.3,269725.5035428727,270.0
35190767,563,65.2,18911478.898427773,180.0
35190768,429,64.7,17573174.133640423,120.0
35190769,703,66.1,4414485.350480238,195.0
35190770,5855,73.0,11286802.645908386,1735.0
35190771,1035,69.3,1387399.4757877411,375.0
35190772,1564,74.9,798912.1894358968,485.0
35190773,529,78.8,242835.6150122899,145.0
35190776,392,60.3,398325.0005193226,105.0
35190777,2456,72.9,761766.2816691686,715.0
35190778,2161,78.1,766453.8575356896,630.0
35190779,593,64.4,492989.4415423814,210.0
35190780,2012,71.3,1639717.3833154223,700.0
35190781,6534,73.1,8688082.44696932,1980.0
35190782,437,69.3,8465269.96633627,125.0
35190783,498,72.4,9524762.183325386,175.0
35190784,368,72.1,261758.13574535146,115.0
35190785,394,71.0,338898.2322193495,140.0
35190786,402,70.8,344717.98074592487,135.0
35190787,895,64.0,4018091.0242759557,280.0
35190788,446,68.1,306979.25277254474,160.0
35190789,743,51.6,2703623.7400717777,250.0
35190790,335,72.0,1444557.812228605,110.0
35190791,400,78.6,6310438.161704399,115.0
35190792,421,67.6,806002.2875827303,120.0
35190795,802,60.4,348068.72840815474,235.0
35190796,393,62.7,64267.51947273318,95.0
35190797,795,63.1,219632.59687150945,225.0
35190798,475,85.0,86900.90561084957,135.0
35190800,719,63.5,342931.055947394,250.0
35190801,455,57.0,240078.82472539973,140.0
35190802,338,70.9,70208.75918984112,90.0
35190803,529,71.9,93188.11617647375,140.0
35190804,1171,68.2,264891.19617673074,360.0
35190805,708,78.6,164791.06863453606,180.0
35190807,265,48.8,54434.32582200517,75.0
35190809,1065,74.7,303519.6844923323,280.0
35190810,269,42.5,46067.802940748035,75.0
35190811,834,68.9,246184.23445020334,225.0
35190812,343,73.5,59215.89334265721,95.0
35190813,1253,42.6,469607.4433387658,540.0
35190814,911,71.8,318585.9742867572,245.0
35190815,8939,70.9,4027155.5445430777,2480.0
35190816,511,77.0,161475.05118450653,140.0
35190817,535,69.3,122331.45204082064,140.0
35190818,640,77.2,132394.93861450962,205.0
35190820,10067,66.8,2119893.1238733106,2540.0
35190821,277,73.5,6488573.266524697,85.0
35190822,555,74.2,6452495.180739883,150.0
35190824,2209,73.3,657020.2613611706,570.0
35190825,631,87.0,255363.64461099895,165.0
35190826,581,74.4,235580.15064951082,160.0
35190827,442,72.7,83730.24003353398,120.0
35190828,721,70.5,348497.018945633,180.0
35190829,473,70.5,209556.45860050534,160.0
35190830,428,58.6,178465.21871315152,165.0
35190831,456,64.4,345322.92426759546,150.0
35190832,534,82.6,168620.0458167141,195.0
35190833,572,58.2,260847.72050890612,205.0
35190834,530,76.2,113327.92476542805,135.0
35190835,1152,70.4,491933.3782753924,335.0
35190836,1368,65.0,677099.4189108381,385.0
35190837,662,67.0,189193.45082798795,175.0
35190838,526,67.4,110640.03099489138,135.0
35190839,816,61.2,269127.75527206593,220.0
35190840,320,68.6,66552.42525501136,85.0
35190841,1180,76.2,207305.2646890314,320.0
35190842,543,75.0,194425.0191512481,150.0
35190844,299,50.0,699909.6482088367,80.0
35190846,1562,66.5,554778.1915870918,455.0
35190847,466,69.6,87482.07884182362,125.0
35190848,501,69.8,106703.96329365335,165.0
35190849,545,65.9,128548.46357598485,170.0
35190850,263,72.5,59401.93825710556,90.0
35190851,452,64.8,88847.45702164742,135.0
35190852,273,59.5,75124.16627475587,80.0
35190853,1637,66.8,1842153.0953373648,480.0
35190854,429,77.8,141513.50793958546,140.0
35190855,451,75.0,78313.83820580461,150.0
35190856,315,66.1,180732.2382605624,95.0
35190857,360,60.0,169426.8115877762,110.0
35190858,353,56.9,128646.44596682863,105.0
35190859,383,56.1,186614.83166582527,110.0
35190860,390,62.1,264440.9286643009,130.0
35190861,415,50.0,310701.5073758711,125.0
35190862,653,58.6,367457.6536076112,200.0
35190864,656,60.5,154592.4228585507,195.0
35190866,512,70.7,200012.06792873755,145.0
35190867,371,62.1,221599.71641941607,110.0
35190869,1416,64.5,3681988.900197687,500.0
35190870,1469,77.9,2068621.3878629818,455.0
35190871,868,83.2,258549.69054188076,275.0
35190872,996,69.1,14864553.656908913,335.0
35190873,8683,76.9,10744351.969908418,2905.0
35190874,471,75.0,193294.05488090764,165.0
35190875,622,77.0,196389.5843034224,210.0
35190876,616,72.4,122756.02151697752,180.0
35190877,411,68.6,166828.33020407977,160.0
35190878,462,82.9,82649.39205292081,125.0
35190879,1270,68.3,961880.4157289332,465.0
35190880,572,82.8,233416.6094820087,200.0
35190881,608,72.7,120690.91372269102,160.0
35190882,496,73.0,89958.67882296527,125.0
35190883,1068,68.8,193264.29970060766,270.0
35190884,376,63.3,84769.82753594512,145.0
35190885,405,57.9,191213.9164946502,145.0
35190886,941,69.5,857359.3291848315,260.0
35190887,381,74.2,81226.97320919391,120.0
35190888,424,75.4,81532.68127759921,135.0
35190889,514,71.8,81383.55389558725,170.0
35190890,563,77.7,159048.7573798095,195.0
35190891,656,69.5,260066.62820845295,225.0
35190892,865,58.7,181221.83449715193,415.0
35190893,444,67.6,320415.84266585467,170.0
35190894,635,62.4,249704.16219177618,230.0
35190895,488,65.7,186195.4820119034,150.0
35190896,452,59.7,282758.72270412743,170.0
35190897,409,73.8,93504.91969401861,150.0
35190898,411,72.9,103467.5884603835,190.0
35190899,406,60.0,128771.99056038972,190.0
35190900,514,80.5,177235.92383953973,240.0
35190901,368,72.6,184882.1485620716,170.0
35190902,648,76.1,150084.69494543728,250.0
35190905,567,75.0,243134.13657404634,205.0
35190906,593,74.5,202740.4165919795,190.0
35190907,507,72.6,120505.48583389011,160.0
35190908,611,78.2,200203.8861705141,185.0
35190910,470,73.1,113888.2834489484,145.0
35190911,228,60.0,51442.248497990804,70.0
35190912,568,53.5,271891.55566310696,250.0
35190913,521,77.0,587065.0795013958,200.0
35190914,545,66.3,181027.92216298668,190.0
35190915,581,71.6,220950.42252426554,215.0
35190916,770,76.7,128117.08681769371,315.0
35190917,393,66.7,78069.5253065236,115.0
35190918,399,78.1,83753.4253808226,120.0
35190919,638,56.8,225365.50297939507,290.0
35190920,450,76.3,124740.38787512504,130.0
35190921,347,70.7,89363.61192445159,105.0
35190922,460,69.2,240802.11991417035,165.0
35190923,518,64.8,239146.77270693652,195.0
35190924,663,72.5,370866.29422822344,205.0
35190925,289,68.0,115917.94405318012,115.0
35190926,602,80.2,228854.29196647007,210.0
35190927,561,48.1,227795.96326960105,260.0
35190928,505,70.1,255509.21571538632,200.0
35190929,404,78.8,140013.56902914224,140.0
35190930,554,72.5,314344.5109098374,200.0
35190931,2164,61.1,1187968.182044493,830.0
35190932,432,42.2,65490.33629868585,190.0
35190933,648,59.6,1960804.752224155,230.0
35190934,1459,69.8,2292890.5150033515,400.0
35190935,1245,81.8,299789.81508907233,355.0
35190936,380,87.7,95534.95326200365,130.0
35190937,576,75.6,99381.79137792987,140.0
35190938,573,72.1,108673.81021391375,215.0
35190939,520,78.7,309894.1404993388,210.0
35190940,677,51.7,582715.5483611118,350.0
35190941,451,62.5,191199.85016674717,210.0
35190942,568,73.9,152197.47168387804,195.0
