id,DAUID,Division code,Division name,Population,Total population 15 years and over by labour force activity,Employed,Unemployed,Employment rate,Unemployment rate
1245,35191245,3519,York,669.0,515.0,400.0,30.0,77.7,7.1
1246,35191246,3519,York,753.0,550.0,385.0,30.0,70.0,7.2
1247,35191247,3519,York,750.0,565.0,410.0,10.0,72.6,2.4
1248,35191248,3519,York,699.0,565.0,410.0,10.0,72.6,2.4
1249,35191249,3519,York,728.0,540.0,430.0,10.0,79.6,2.3
1250,35191250,3519,York,752.0,580.0,455.0,15.0,78.4,3.2
1251,35191251,3519,York,491.0,355.0,240.0,0.0,67.6,0.0
1252,35191252,3519,York,609.0,445.0,295.0,10.0,66.3,3.3
1253,35191253,3519,York,614.0,450.0,355.0,20.0,78.9,5.4
1254,35191254,3519,York,656.0,485.0,370.0,15.0,76.3,3.8
1255,35191255,3519,York,958.0,705.0,490.0,30.0,69.5,5.8
1256,35191256,3519,York,649.0,440.0,345.0,20.0,78.4,5.6
1257,35191257,3519,York,986.0,700.0,525.0,30.0,75.0,5.4
1258,35191258,3519,York,599.0,420.0,310.0,0.0,73.8,0.0
1259,35191259,3519,York,580.0,445.0,355.0,10.0,79.8,2.7
1260,35191260,3519,York,465.0,345.0,255.0,10.0,73.9,3.8
1261,35191261,3519,York,717.0,530.0,370.0,10.0,69.8,2.6
1262,35191262,3519,York,670.0,510.0,345.0,20.0,67.6,5.5
1263,35191263,3519,York,510.0,360.0,250.0,15.0,69.4,5.6
1264,35191264,3519,York,481.0,300.0,225.0,10.0,75.0,4.3
1265,35191265,3519,York,666.0,485.0,335.0,0.0,69.1,0.0
1266,35191266,3519,York,486.0,375.0,250.0,0.0,66.7,0.0
1267,35191267,3519,York,1125.0,850.0,615.0,25.0,72.4,3.9
1268,35191268,3519,York,300.0,220.0,170.0,0.0,77.3,0.0
1269,35191269,3519,York,253.0,155.0,115.0,10.0,74.2,8.3
1270,35191270,3519,York,685.0,515.0,355.0,0.0,68.9,0.0
1271,35191271,3519,York,1105.0,805.0,610.0,15.0,75.8,2.4
0,3520,3520,Toronto,2503281.0,2067450.0,1242215.0,102610.0,60.1,7.6
1,35200001,3520,Toronto,12533.0,9420.0,6250.0,520.0,66.3,7.7
2,35200002,3520,Toronto,358.0,305.0,195.0,15.0,63.9,7.1
3,35200003,3520,Toronto,359.0,315.0,210.0,10.0,66.7,4.5
4,35200004,3520,Toronto,405.0,320.0,215.0,0.0,67.2,0.0
5,35200005,3520,Toronto,453.0,380.0,225.0,40.0,59.2,14.8
6,35200006,3520,Toronto,565.0,470.0,270.0,30.0,57.4,10.0
7,35200007,3520,Toronto,722.0,625.0,395.0,60.0,63.2,13.2
9,35200009,3520,Toronto,333.0,290.0,185.0,45.0,63.8,20.0
10,35200010,3520,Toronto,268.0,195.0,110.0,25.0,56.4,18.5
11,35200011,3520,Toronto,1715.0,1145.0,630.0,140.0,55.0,18.1
12,35200012,3520,Toronto,591.0,515.0,355.0,20.0,68.9,5.3
13,35200013,3520,Toronto,89.0,85.0,50.0,0.0,58.8,0.0
18,35200018,3520,Toronto,588.0,500.0,70.0,40.0,14.0,34.8
21,35200021,3520,Toronto,2671.0,1985.0,1210.0,90.0,61.0,6.9
28,35200028,3520,Toronto,1155.0,885.0,595.0,30.0,67.2,4.8
29,35200029,3520,Toronto,361.0,260.0,140.0,15.0,53.8,10.0
30,35200030,3520,Toronto,565.0,440.0,285.0,35.0,64.8,10.9
31,35200031,3520,Toronto,1211.0,950.0,560.0,25.0,58.9,4.2
32,35200032,3520,Toronto,750.0,620.0,435.0,10.0,70.2,2.2
33,35200033,3520,Toronto,493.0,360.0,225.0,40.0,62.5,15.1
34,35200034,3520,Toronto,907.0,705.0,445.0,35.0,63.1,7.3
35,35200035,3520,Toronto,729.0,575.0,420.0,10.0,73.0,2.3
36,35200036,3520,Toronto,291.0,225.0,135.0,35.0,60.0,21.2
37,35200037,3520,Toronto,1345.0,1005.0,695.0,55.0,69.2,7.3
39,35200039,3520,Toronto,334.0,280.0,165.0,15.0,58.9,8.3
41,35200041,3520,Toronto,881.0,715.0,425.0,45.0,59.4,9.7
42,35200042,3520,Toronto,686.0,575.0,405.0,40.0,70.4,9.0
43,35200043,3520,Toronto,586.0,480.0,220.0,10.0,45.8,4.4
44,35200044,3520,Toronto,237.0,205.0,155.0,15.0,75.6,8.8
46,35200046,3520,Toronto,794.0,645.0,420.0,65.0,65.1,13.4
47,35200047,3520,Toronto,891.0,650.0,425.0,15.0,65.4,3.4
48,35200048,3520,Toronto,909.0,700.0,395.0,50.0,56.4,11.1
49,35200049,3520,Toronto,780.0,640.0,405.0,25.0,63.3,5.8
50,35200050,3520,Toronto,1047.0,785.0,550.0,45.0,70.1,7.5
51,35200051,3520,Toronto,483.0,405.0,285.0,20.0,70.4,6.6
52,35200052,3520,Toronto,384.0,300.0,195.0,0.0,65.0,0.0
53,35200053,3520,Toronto,342.0,275.0,165.0,15.0,60.0,8.3
54,35200054,3520,Toronto,434.0,325.0,185.0,10.0,56.9,5.0
55,35200055,3520,Toronto,450.0,355.0,245.0,30.0,69.0,11.1
56,35200056,3520,Toronto,313.0,235.0,120.0,10.0,51.1,8.3
57,35200057,3520,Toronto,268.0,225.0,155.0,10.0,68.9,5.9
58,35200058,3520,Toronto,254.0,160.0,85.0,0.0,53.1,0.0
59,35200059,3520,Toronto,2801.0,2080.0,1315.0,145.0,63.2,9.9
61,35200061,3520,Toronto,1785.0,1390.0,880.0,75.0,63.3,7.8
62,35200062,3520,Toronto,848.0,665.0,430.0,60.0,64.7,12.2
63,35200063,3520,Toronto,1779.0,1360.0,560.0,65.0,41.2,10.4
64,35200064,3520,Toronto,685.0,570.0,330.0,15.0,57.9,4.3
65,35200065,3520,Toronto,471.0,400.0,270.0,15.0,67.5,5.4
66,35200066,3520,Toronto,506.0,430.0,270.0,30.0,62.8,10.0
67,35200067,3520,Toronto,723.0,585.0,350.0,25.0,59.8,6.5
68,35200068,3520,Toronto,569.0,470.0,295.0,20.0,62.8,6.3
69,35200069,3520,Toronto,545.0,480.0,330.0,30.0,68.8,8.3
70,35200070,3520,Toronto,598.0,515.0,270.0,35.0,52.4,11.5
71,35200071,3520,Toronto,432.0,380.0,255.0,10.0,67.1,3.8
72,35200072,3520,Toronto,395.0,330.0,195.0,0.0,59.1,0.0
73,35200073,3520,Toronto,420.0,365.0,260.0,20.0,71.2,7.0
74,35200074,3520,Toronto,448.0,375.0,225.0,35.0,60.0,13.5
78,35200078,3520,Toronto,775.0,660.0,380.0,35.0,57.6,8.5
79,35200079,3520,Toronto,1339.0,1175.0,415.0,100.0,35.3,19.2
80,35200080,3520,Toronto,475.0,430.0,220.0,40.0,51.2,15.4
81,35200081,3520,Toronto,2081.0,1790.0,935.0,65.0,52.2,6.5
82,35200082,3520,Toronto,364.0,305.0,155.0,10.0,50.8,6.2
85,35200085,3520,Toronto,377.0,340.0,185.0,20.0,54.4,9.8
86,35200086,3520,Toronto,549.0,500.0,270.0,45.0,54.0,14.5
87,35200087,3520,Toronto,624.0,520.0,305.0,25.0,58.7,7.6
88,35200088,3520,Toronto,474.0,460.0,275.0,35.0,59.8,11.1
89,35200089,3520,Toronto,619.0,555.0,320.0,30.0,57.7,8.6
90,35200090,3520,Toronto,640.0,570.0,295.0,25.0,51.8,7.8
91,35200091,3520,Toronto,571.0,445.0,280.0,15.0,62.9,5.2
92,35200092,3520,Toronto,806.0,665.0,395.0,30.0,59.4,7.1
93,35200093,3520,Toronto,793.0,700.0,440.0,30.0,62.9,6.4
95,35200095,3520,Toronto,576.0,470.0,240.0,55.0,51.1,18.6
96,35200096,3520,Toronto,255.0,205.0,120.0,30.0,58.5,20.7
97,35200097,3520,Toronto,260.0,220.0,145.0,25.0,65.9,14.7
98,35200098,3520,Toronto,1828.0,1445.0,875.0,60.0,60.6,6.4
99,35200099,3520,Toronto,298.0,235.0,145.0,0.0,61.7,0.0
100,35200100,3520,Toronto,331.0,290.0,145.0,10.0,50.0,6.7
101,35200101,3520,Toronto,1171.0,1005.0,545.0,60.0,54.2,9.9
102,35200102,3520,Toronto,864.0,710.0,410.0,30.0,57.7,6.7
103,35200103,3520,Toronto,304.0,270.0,160.0,10.0,59.3,5.9
104,35200104,3520,Toronto,1053.0,950.0,580.0,55.0,61.1,8.6
105,35200105,3520,Toronto,1321.0,1075.0,685.0,85.0,63.7,11.0
106,35200106,3520,Toronto,1028.0,825.0,495.0,55.0,60.0,9.9
107,35200107,3520,Toronto,250.0,205.0,125.0,15.0,61.0,10.7
108,35200108,3520,Toronto,516.0,425.0,230.0,35.0,54.1,13.2
109,35200109,3520,Toronto,538.0,475.0,280.0,10.0,58.9,3.4
110,35200110,3520,Toronto,571.0,480.0,260.0,15.0,54.2,5.5
111,35200111,3520,Toronto,521.0,405.0,240.0,10.0,59.3,4.1
112,35200112,3520,Toronto,899.0,745.0,450.0,50.0,60.4,10.1
114,35200114,3520,Toronto,1064.0,890.0,500.0,40.0,56.2,7.4
115,35200115,3520,Toronto,833.0,720.0,395.0,65.0,54.9,14.3
116,35200116,3520,Toronto,561.0,495.0,305.0,30.0,61.6,9.0
117,35200117,3520,Toronto,869.0,765.0,420.0,20.0,54.9,4.6
118,35200118,3520,Toronto,552.0,545.0,335.0,40.0,61.5,10.8
119,35200119,3520,Toronto,266.0,250.0,160.0,10.0,64.0,5.9
120,35200120,3520,Toronto,1029.0,765.0,350.0,20.0,45.8,5.3
121,35200121,3520,Toronto,520.0,445.0,280.0,0.0,62.9,0.0
123,35200123,3520,Toronto,1014.0,835.0,475.0,45.0,56.9,8.7
124,35200124,3520,Toronto,959.0,805.0,530.0,50.0,65.8,8.6
125,35200125,3520,Toronto,702.0,585.0,405.0,30.0,69.2,7.0
126,35200126,3520,Toronto,495.0,440.0,280.0,25.0,63.6,8.2
127,35200127,3520,Toronto,831.0,660.0,390.0,40.0,59.1,9.1
128,35200128,3520,Toronto,785.0,635.0,390.0,35.0,61.4,8.2
133,35200133,3520,Toronto,1149.0,980.0,525.0,55.0,53.6,9.5
134,35200134,3520,Toronto,757.0,655.0,355.0,20.0,54.2,5.3
135,35200135,3520,Toronto,476.0,410.0,230.0,35.0,56.1,13.2
136,35200136,3520,Toronto,481.0,375.0,255.0,55.0,68.0,17.7
137,35200137,3520,Toronto,624.0,515.0,280.0,25.0,54.4,8.2
138,35200138,3520,Toronto,293.0,205.0,120.0,0.0,58.5,0.0
139,35200139,3520,Toronto,435.0,370.0,195.0,35.0,52.7,15.2
140,35200140,3520,Toronto,423.0,360.0,255.0,20.0,70.8,7.1
141,35200141,3520,Toronto,587.0,485.0,325.0,35.0,67.0,9.6
142,35200142,3520,Toronto,474.0,400.0,235.0,10.0,58.8,4.0
143,35200143,3520,Toronto,848.0,700.0,385.0,40.0,55.0,9.4
144,35200144,3520,Toronto,622.0,525.0,300.0,15.0,57.1,4.8
145,35200145,3520,Toronto,573.0,485.0,290.0,35.0,59.8,10.8
146,35200146,3520,Toronto,581.0,480.0,215.0,25.0,44.8,10.2
147,35200147,3520,Toronto,461.0,395.0,270.0,15.0,68.4,5.3
148,35200148,3520,Toronto,452.0,355.0,180.0,35.0,50.7,16.3
149,35200149,3520,Toronto,422.0,385.0,250.0,30.0,64.9,10.5
150,35200150,3520,Toronto,1417.0,950.0,350.0,125.0,36.8,26.0
161,35200161,3520,Toronto,675.0,515.0,265.0,40.0,51.5,13.3
162,35200162,3520,Toronto,787.0,650.0,430.0,35.0,66.2,7.4
163,35200163,3520,Toronto,705.0,610.0,360.0,40.0,59.0,9.9
164,35200164,3520,Toronto,232.0,210.0,120.0,0.0,57.1,0.0
165,35200165,3520,Toronto,521.0,420.0,270.0,25.0,64.3,8.5
166,35200166,3520,Toronto,901.0,775.0,480.0,40.0,61.9,7.6
167,35200167,3520,Toronto,1392.0,1210.0,665.0,75.0,55.0,10.1
173,35200173,3520,Toronto,425.0,395.0,220.0,25.0,55.7,10.0
174,35200174,3520,Toronto,662.0,570.0,375.0,20.0,65.8,5.1
175,35200175,3520,Toronto,710.0,665.0,410.0,25.0,61.7,5.7
176,35200176,3520,Toronto,469.0,415.0,230.0,30.0,55.4,11.5
177,35200177,3520,Toronto,423.0,325.0,215.0,0.0,66.2,0.0
178,35200178,3520,Toronto,599.0,515.0,320.0,30.0,62.1,8.5
180,35200180,3520,Toronto,640.0,430.0,250.0,15.0,58.1,5.7
181,35200181,3520,Toronto,405.0,355.0,170.0,20.0,47.9,10.3
182,35200182,3520,Toronto,438.0,380.0,235.0,45.0,61.8,15.8
183,35200183,3520,Toronto,569.0,480.0,250.0,20.0,52.1,7.4
186,35200186,3520,Toronto,649.0,550.0,305.0,40.0,55.5,11.6
187,35200187,3520,Toronto,560.0,505.0,310.0,30.0,61.4,8.8
188,35200188,3520,Toronto,955.0,765.0,460.0,50.0,60.1,9.8
189,35200189,3520,Toronto,512.0,435.0,220.0,10.0,50.6,4.3
190,35200190,3520,Toronto,415.0,390.0,170.0,0.0,43.6,0.0
193,35200193,3520,Toronto,403.0,365.0,195.0,10.0,53.4,5.0
196,35200196,3520,Toronto,589.0,545.0,295.0,15.0,54.1,4.8
197,35200197,3520,Toronto,407.0,345.0,205.0,15.0,59.4,7.0
198,35200198,3520,Toronto,440.0,370.0,170.0,20.0,45.9,10.5
199,35200199,3520,Toronto,741.0,605.0,375.0,15.0,62.0,3.8
200,35200200,3520,Toronto,547.0,455.0,250.0,30.0,54.9,10.7
201,35200201,3520,Toronto,578.0,465.0,290.0,20.0,62.4,6.5
202,35200202,3520,Toronto,589.0,530.0,320.0,15.0,60.4,4.4
203,35200203,3520,Toronto,635.0,530.0,345.0,0.0,65.1,0.0
204,35200204,3520,Toronto,670.0,500.0,295.0,40.0,59.0,11.9
205,35200205,3520,Toronto,543.0,505.0,260.0,40.0,51.5,13.3
206,35200206,3520,Toronto,507.0,435.0,230.0,15.0,52.9,6.1
207,35200207,3520,Toronto,248.0,230.0,110.0,10.0,47.8,8.3
208,35200208,3520,Toronto,482.0,395.0,210.0,15.0,53.2,6.7
209,35200209,3520,Toronto,469.0,370.0,225.0,40.0,60.8,15.4
210,35200210,3520,Toronto,506.0,440.0,175.0,35.0,39.8,16.7
211,35200211,3520,Toronto,474.0,385.0,240.0,15.0,62.3,5.9
212,35200212,3520,Toronto,415.0,320.0,205.0,25.0,64.1,10.9
213,35200213,3520,Toronto,596.0,530.0,320.0,35.0,60.4,9.9
214,35200214,3520,Toronto,694.0,595.0,250.0,35.0,42.0,12.1
215,35200215,3520,Toronto,429.0,390.0,165.0,30.0,42.3,15.4
216,35200216,3520,Toronto,703.0,560.0,300.0,20.0,53.6,6.3
217,35200217,3520,Toronto,469.0,410.0,235.0,15.0,57.3,6.0
218,35200218,3520,Toronto,612.0,525.0,290.0,40.0,55.2,12.1
219,35200219,3520,Toronto,492.0,430.0,280.0,0.0,65.1,0.0
220,35200220,3520,Toronto,455.0,430.0,250.0,0.0,58.1,0.0
221,35200221,3520,Toronto,1208.0,1030.0,505.0,60.0,49.0,10.5
222,35200222,3520,Toronto,827.0,720.0,335.0,30.0,46.5,8.2
223,35200223,3520,Toronto,408.0,355.0,170.0,15.0,47.9,7.9
224,35200224,3520,Toronto,800.0,690.0,340.0,35.0,49.3,9.2
232,35200232,3520,Toronto,644.0,560.0,375.0,40.0,67.0,9.6
233,35200233,3520,Toronto,390.0,320.0,175.0,10.0,54.7,5.4
234,35200234,3520,Toronto,453.0,390.0,160.0,10.0,41.0,5.9
235,35200235,3520,Toronto,399.0,335.0,210.0,10.0,62.7,4.7
236,35200236,3520,Toronto,404.0,360.0,155.0,10.0,43.1,6.2
237,35200237,3520,Toronto,408.0,350.0,200.0,35.0,57.1,14.9
238,35200238,3520,Toronto,353.0,305.0,175.0,15.0,57.4,8.1
239,35200239,3520,Toronto,280.0,205.0,100.0,10.0,48.8,9.5
242,35200242,3520,Toronto,453.0,375.0,200.0,25.0,53.3,11.1
243,35200243,3520,Toronto,426.0,405.0,220.0,20.0,54.3,8.3
244,35200244,3520,Toronto,392.0,350.0,210.0,20.0,60.0,8.7
245,35200245,3520,Toronto,787.0,645.0,435.0,40.0,67.4,8.4
246,35200246,3520,Toronto,413.0,330.0,175.0,10.0,53.0,5.3
249,35200249,3520,Toronto,545.0,505.0,260.0,75.0,51.5,22.4
250,35200250,3520,Toronto,477.0,450.0,240.0,20.0,53.3,7.7
251,35200251,3520,Toronto,323.0,290.0,90.0,15.0,31.0,15.0
252,35200252,3520,Toronto,579.0,500.0,230.0,25.0,46.0,9.6
253,35200253,3520,Toronto,748.0,555.0,280.0,40.0,50.5,12.5
254,35200254,3520,Toronto,796.0,630.0,395.0,15.0,62.7,3.7
255,35200255,3520,Toronto,529.0,430.0,255.0,0.0,59.3,0.0
256,35200256,3520,Toronto,636.0,540.0,275.0,15.0,50.9,5.3
260,35200260,3520,Toronto,480.0,450.0,200.0,10.0,44.4,4.9
261,35200261,3520,Toronto,543.0,495.0,280.0,20.0,56.6,6.6
262,35200262,3520,Toronto,572.0,505.0,295.0,25.0,58.4,7.7
263,35200263,3520,Toronto,363.0,300.0,145.0,0.0,48.3,0.0
264,35200264,3520,Toronto,527.0,415.0,245.0,40.0,59.0,14.0
265,35200265,3520,Toronto,517.0,420.0,240.0,10.0,57.1,4.0
266,35200266,3520,Toronto,608.0,495.0,245.0,10.0,49.5,3.9
267,35200267,3520,Toronto,1164.0,1010.0,540.0,50.0,53.5,8.4
268,35200268,3520,Toronto,536.0,515.0,275.0,35.0,53.4,11.1
269,35200269,3520,Toronto,741.0,635.0,395.0,70.0,62.2,15.2
270,35200270,3520,Toronto,1348.0,1035.0,665.0,80.0,64.3,10.7
271,35200271,3520,Toronto,1064.0,855.0,540.0,55.0,63.2,9.2
272,35200272,3520,Toronto,1966.0,1505.0,830.0,105.0,55.1,11.2
273,35200273,3520,Toronto,1373.0,1100.0,715.0,95.0,65.0,11.7
275,35200275,3520,Toronto,448.0,365.0,200.0,20.0,54.8,9.3
278,35200278,3520,Toronto,391.0,320.0,130.0,10.0,40.6,7.4
279,35200279,3520,Toronto,574.0,510.0,325.0,45.0,63.7,12.2
280,35200280,3520,Toronto,986.0,830.0,480.0,70.0,57.8,12.7
281,35200281,3520,Toronto,495.0,360.0,220.0,30.0,61.1,12.0
284,35200284,3520,Toronto,928.0,790.0,525.0,25.0,66.5,4.5
288,35200288,3520,Toronto,464.0,375.0,275.0,15.0,73.3,5.3
289,35200289,3520,Toronto,625.0,525.0,310.0,15.0,59.0,4.5
290,35200290,3520,Toronto,541.0,470.0,290.0,10.0,61.7,3.3
291,35200291,3520,Toronto,589.0,535.0,295.0,20.0,55.1,6.5
292,35200292,3520,Toronto,1032.0,780.0,380.0,65.0,48.7,14.6
293,35200293,3520,Toronto,1056.0,755.0,440.0,15.0,58.3,3.3
294,35200294,3520,Toronto,465.0,430.0,255.0,0.0,59.3,0.0
297,35200297,3520,Toronto,444.0,380.0,255.0,10.0,67.1,3.8
298,35200298,3520,Toronto,1060.0,885.0,615.0,35.0,69.5,5.4
300,35200300,3520,Toronto,1269.0,1030.0,650.0,105.0,63.1,13.9
301,35200301,3520,Toronto,432.0,385.0,200.0,20.0,51.9,9.1
302,35200302,3520,Toronto,886.0,810.0,405.0,20.0,50.0,4.6
303,35200303,3520,Toronto,248.0,205.0,100.0,0.0,48.8,0.0
304,35200304,3520,Toronto,741.0,655.0,300.0,35.0,45.8,10.4
305,35200305,3520,Toronto,648.0,555.0,330.0,50.0,59.5,13.2
306,35200306,3520,Toronto,611.0,585.0,390.0,25.0,66.7,6.0
307,35200307,3520,Toronto,295.0,285.0,130.0,25.0,45.6,16.1
308,35200308,3520,Toronto,577.0,510.0,265.0,25.0,52.0,8.6
309,35200309,3520,Toronto,855.0,710.0,440.0,30.0,62.0,6.5
310,35200310,3520,Toronto,553.0,485.0,330.0,40.0,68.0,10.8
315,35200315,3520,Toronto,1026.0,960.0,320.0,20.0,33.3,5.8
316,35200316,3520,Toronto,1593.0,1405.0,745.0,110.0,53.0,12.9
317,35200317,3520,Toronto,457.0,400.0,175.0,25.0,43.8,12.5
318,35200318,3520,Toronto,424.0,360.0,260.0,15.0,72.2,5.5
319,35200319,3520,Toronto,562.0,520.0,280.0,65.0,53.8,18.6
320,35200320,3520,Toronto,989.0,785.0,445.0,55.0,56.7,11.0
321,35200321,3520,Toronto,851.0,755.0,405.0,20.0,53.6,4.7
322,35200322,3520,Toronto,422.0,335.0,155.0,10.0,46.3,6.1
323,35200323,3520,Toronto,1264.0,955.0,465.0,120.0,48.7,20.5
324,35200324,3520,Toronto,865.0,790.0,500.0,15.0,63.3,2.9
325,35200325,3520,Toronto,331.0,275.0,190.0,0.0,69.1,0.0
326,35200326,3520,Toronto,666.0,565.0,280.0,25.0,49.6,8.1
327,35200327,3520,Toronto,309.0,245.0,170.0,0.0,69.4,0.0
328,35200328,3520,Toronto,401.0,360.0,205.0,15.0,56.9,6.8
329,35200329,3520,Toronto,467.0,405.0,220.0,0.0,54.3,0.0
330,35200330,3520,Toronto,527.0,470.0,240.0,0.0,51.1,0.0
331,35200331,3520,Toronto,424.0,345.0,185.0,0.0,53.6,0.0
332,35200332,3520,Toronto,449.0,435.0,265.0,20.0,60.9,7.1
333,35200333,3520,Toronto,460.0,430.0,225.0,0.0,52.3,0.0
334,35200334,3520,Toronto,442.0,395.0,235.0,0.0,59.5,0.0
335,35200335,3520,Toronto,540.0,525.0,260.0,10.0,49.5,3.7
336,35200336,3520,Toronto,531.0,450.0,280.0,15.0,62.2,5.1
337,35200337,3520,Toronto,429.0,375.0,215.0,20.0,57.3,8.5
338,35200338,3520,Toronto,469.0,420.0,205.0,0.0,48.8,0.0
339,35200339,3520,Toronto,709.0,455.0,210.0,55.0,46.2,20.8
352,35200352,3520,Toronto,376.0,370.0,135.0,15.0,36.5,10.0
353,35200353,3520,Toronto,1690.0,1515.0,940.0,65.0,62.0,6.5
354,35200354,3520,Toronto,5766.0,5305.0,3770.0,165.0,71.1,4.2
355,35200355,3520,Toronto,517.0,390.0,295.0,0.0,75.6,0.0
357,35200357,3520,Toronto,525.0,420.0,240.0,10.0,57.1,4.1
358,35200358,3520,Toronto,549.0,475.0,255.0,50.0,53.7,16.4
359,35200359,3520,Toronto,497.0,425.0,265.0,15.0,62.4,5.3
360,35200360,3520,Toronto,519.0,420.0,220.0,30.0,52.4,12.0
361,35200361,3520,Toronto,420.0,290.0,170.0,10.0,58.6,5.6
362,35200362,3520,Toronto,585.0,505.0,260.0,10.0,51.5,3.7
363,35200363,3520,Toronto,480.0,405.0,270.0,15.0,66.7,5.3
364,35200364,3520,Toronto,891.0,705.0,365.0,50.0,51.8,12.2
366,35200366,3520,Toronto,716.0,560.0,390.0,40.0,69.6,9.3
368,35200368,3520,Toronto,320.0,300.0,190.0,0.0,63.3,0.0
370,35200370,3520,Toronto,477.0,445.0,280.0,0.0,62.9,0.0
371,35200371,3520,Toronto,522.0,450.0,270.0,0.0,60.0,0.0
372,35200372,3520,Toronto,383.0,320.0,155.0,0.0,48.4,0.0
373,35200373,3520,Toronto,355.0,280.0,170.0,15.0,60.7,7.7
374,35200374,3520,Toronto,604.0,490.0,340.0,20.0,69.4,5.6
375,35200375,3520,Toronto,287.0,230.0,135.0,0.0,58.7,0.0
376,35200376,3520,Toronto,574.0,465.0,275.0,25.0,59.1,8.3
377,35200377,3520,Toronto,522.0,485.0,190.0,25.0,39.2,11.9
378,35200378,3520,Toronto,322.0,280.0,160.0,10.0,57.1,5.9
379,35200379,3520,Toronto,570.0,445.0,275.0,0.0,61.8,0.0
380,35200380,3520,Toronto,630.0,505.0,295.0,20.0,58.4,6.3
381,35200381,3520,Toronto,1015.0,865.0,515.0,75.0,59.5,12.7
382,35200382,3520,Toronto,924.0,760.0,435.0,45.0,57.2,9.4
383,35200383,3520,Toronto,606.0,545.0,320.0,35.0,58.7,9.7
384,35200384,3520,Toronto,591.0,515.0,295.0,35.0,57.3,10.8
385,35200385,3520,Toronto,384.0,335.0,200.0,10.0,59.7,4.7
386,35200386,3520,Toronto,812.0,660.0,410.0,20.0,62.1,4.7
387,35200387,3520,Toronto,462.0,420.0,240.0,20.0,57.1,7.5
388,35200388,3520,Toronto,778.0,610.0,400.0,20.0,65.6,4.8
389,35200389,3520,Toronto,905.0,680.0,380.0,40.0,55.9,9.4
391,35200391,3520,Toronto,391.0,355.0,165.0,20.0,46.5,10.8
392,35200392,3520,Toronto,403.0,350.0,165.0,0.0,47.1,0.0
393,35200393,3520,Toronto,881.0,765.0,430.0,35.0,56.2,7.6
394,35200394,3520,Toronto,590.0,540.0,350.0,30.0,64.8,7.9
395,35200395,3520,Toronto,477.0,400.0,190.0,10.0,47.5,5.0
396,35200396,3520,Toronto,485.0,375.0,210.0,20.0,56.0,8.7
397,35200397,3520,Toronto,955.0,750.0,375.0,60.0,50.0,13.8
400,35200400,3520,Toronto,306.0,265.0,135.0,10.0,50.9,6.9
401,35200401,3520,Toronto,437.0,380.0,230.0,10.0,60.5,4.3
402,35200402,3520,Toronto,455.0,385.0,235.0,30.0,61.0,11.3
403,35200403,3520,Toronto,2059.0,1615.0,870.0,155.0,53.9,15.1
404,35200404,3520,Toronto,475.0,430.0,205.0,35.0,47.7,14.9
405,35200405,3520,Toronto,525.0,365.0,230.0,20.0,63.0,8.0
406,35200406,3520,Toronto,374.0,335.0,240.0,10.0,71.6,4.0
407,35200407,3520,Toronto,414.0,380.0,180.0,40.0,47.4,18.2
408,35200408,3520,Toronto,556.0,485.0,300.0,25.0,61.9,7.7
409,35200409,3520,Toronto,354.0,290.0,185.0,20.0,63.8,9.8
410,35200410,3520,Toronto,1017.0,810.0,515.0,65.0,63.6,11.2
411,35200411,3520,Toronto,731.0,580.0,360.0,30.0,62.1,7.6
412,35200412,3520,Toronto,1574.0,1250.0,870.0,90.0,69.6,9.3
413,35200413,3520,Toronto,512.0,410.0,300.0,30.0,73.2,9.2
414,35200414,3520,Toronto,1117.0,900.0,585.0,45.0,65.0,7.1
415,35200415,3520,Toronto,497.0,410.0,255.0,15.0,62.2,5.6
416,35200416,3520,Toronto,480.0,400.0,225.0,20.0,56.2,8.3
417,35200417,3520,Toronto,1078.0,865.0,560.0,55.0,64.7,9.0
418,35200418,3520,Toronto,1050.0,830.0,435.0,65.0,52.4,13.1
420,35200420,3520,Toronto,779.0,685.0,420.0,35.0,61.3,7.7
421,35200421,3520,Toronto,346.0,315.0,190.0,15.0,60.3,7.3
422,35200422,3520,Toronto,492.0,415.0,235.0,30.0,56.6,11.3
423,35200423,3520,Toronto,606.0,535.0,345.0,15.0,64.5,4.2
426,35200426,3520,Toronto,454.0,365.0,175.0,45.0,47.9,20.5
427,35200427,3520,Toronto,486.0,410.0,220.0,10.0,53.7,4.3
428,35200428,3520,Toronto,439.0,355.0,220.0,10.0,62.0,4.3
429,35200429,3520,Toronto,533.0,420.0,190.0,30.0,45.2,13.6
430,35200430,3520,Toronto,543.0,485.0,230.0,15.0,47.4,6.1
431,35200431,3520,Toronto,601.0,465.0,265.0,0.0,57.0,0.0
432,35200432,3520,Toronto,371.0,275.0,170.0,0.0,61.8,0.0
433,35200433,3520,Toronto,432.0,365.0,165.0,15.0,45.2,8.3
434,35200434,3520,Toronto,359.0,345.0,205.0,10.0,59.4,4.5
435,35200435,3520,Toronto,393.0,335.0,245.0,0.0,73.1,0.0
436,35200436,3520,Toronto,608.0,540.0,265.0,20.0,49.1,6.9
437,35200437,3520,Toronto,441.0,370.0,205.0,15.0,55.4,7.0
438,35200438,3520,Toronto,599.0,500.0,245.0,30.0,49.0,10.9
439,35200439,3520,Toronto,375.0,335.0,135.0,25.0,40.3,15.6
440,35200440,3520,Toronto,488.0,410.0,240.0,35.0,58.5,12.7
