id,DAUID,Division code,Division name,Population,Total population 15 years and over by labour force activity,Employed,Unemployed,Employment rate,Unemployment rate
4527,35204527,3520,Toronto,499.0,415.0,290.0,30.0,69.9,9.4
4528,35204528,3520,Toronto,475.0,410.0,260.0,15.0,63.4,5.4
4529,35204529,3520,Toronto,513.0,425.0,275.0,10.0,64.7,3.5
4530,35204530,3520,Toronto,505.0,420.0,335.0,0.0,79.8,0.0
4531,35204531,3520,Toronto,526.0,445.0,350.0,10.0,78.7,2.8
4532,35204532,3520,Toronto,504.0,425.0,215.0,20.0,50.6,8.5
4533,35204533,3520,Toronto,1029.0,915.0,610.0,55.0,66.7,8.2
4534,35204534,3520,Toronto,437.0,375.0,270.0,30.0,72.0,10.0
4535,35204535,3520,Toronto,1499.0,1375.0,1045.0,60.0,76.0,5.4
4536,35204536,3520,Toronto,860.0,730.0,425.0,60.0,58.2,12.4
4537,35204537,3520,Toronto,633.0,520.0,330.0,45.0,63.5,11.7
4538,35204538,3520,Toronto,514.0,415.0,305.0,15.0,73.5,4.7
4539,35204539,3520,Toronto,527.0,480.0,390.0,20.0,81.2,4.9
4540,35204540,3520,Toronto,597.0,490.0,390.0,10.0,79.6,2.5
4541,35204541,3520,Toronto,631.0,545.0,390.0,15.0,71.6,3.7
4542,35204542,3520,Toronto,443.0,345.0,215.0,15.0,62.3,6.4
4543,35204543,3520,Toronto,684.0,650.0,385.0,20.0,59.2,5.0
4544,35204544,3520,Toronto,592.0,555.0,260.0,10.0,46.8,3.6
4545,35204545,3520,Toronto,513.0,325.0,205.0,20.0,63.1,8.9
4546,35204546,3520,Toronto,484.0,415.0,250.0,35.0,60.2,12.3
4547,35204547,3520,Toronto,466.0,400.0,240.0,10.0,60.0,4.0
4548,35204548,3520,Toronto,1079.0,885.0,565.0,30.0,63.8,5.0
4549,35204549,3520,Toronto,436.0,340.0,230.0,0.0,67.6,0.0
4550,35204550,3520,Toronto,408.0,310.0,220.0,25.0,71.0,10.2
4551,35204551,3520,Toronto,416.0,345.0,215.0,0.0,62.3,0.0
4552,35204552,3520,Toronto,477.0,345.0,265.0,0.0,76.8,0.0
4553,35204553,3520,Toronto,480.0,390.0,245.0,20.0,62.8,7.5
4554,35204554,3520,Toronto,557.0,490.0,340.0,10.0,69.4,2.8
4555,35204555,3520,Toronto,561.0,465.0,305.0,25.0,65.6,7.6
4556,35204556,3520,Toronto,603.0,360.0,270.0,0.0,75.0,0.0
4557,35204557,3520,Toronto,454.0,360.0,295.0,15.0,81.9,4.8
4558,35204558,3520,Toronto,757.0,725.0,545.0,30.0,75.2,5.2
4559,35204559,3520,Toronto,422.0,375.0,285.0,10.0,76.0,3.4
4560,35204560,3520,Toronto,534.0,435.0,320.0,10.0,73.6,3.0
4561,35204561,3520,Toronto,566.0,505.0,370.0,25.0,73.3,6.4
4562,35204562,3520,Toronto,599.0,490.0,340.0,10.0,69.4,2.9
4563,35204563,3520,Toronto,1569.0,1380.0,880.0,65.0,63.8,6.9
4564,35204564,3520,Toronto,3268.0,2560.0,1380.0,180.0,53.9,11.5
4565,35204565,3520,Toronto,1395.0,1245.0,835.0,110.0,67.1,11.6
4566,35204566,3520,Toronto,502.0,475.0,310.0,40.0,65.3,11.6
4567,35204567,3520,Toronto,7333.0,5805.0,3140.0,430.0,54.1,12.0
4568,35204568,3520,Toronto,628.0,530.0,225.0,40.0,42.5,15.1
4569,35204569,3520,Toronto,559.0,480.0,375.0,20.0,78.1,5.1
4570,35204570,3520,Toronto,566.0,500.0,310.0,15.0,62.0,4.5
4571,35204571,3520,Toronto,972.0,765.0,480.0,65.0,62.7,12.0
4572,35204572,3520,Toronto,496.0,355.0,255.0,10.0,71.8,3.8
4573,35204573,3520,Toronto,552.0,465.0,310.0,15.0,66.7,4.7
4574,35204574,3520,Toronto,501.0,465.0,180.0,55.0,38.7,22.9
4575,35204575,3520,Toronto,571.0,,,,,
4576,35204576,3520,Toronto,471.0,405.0,225.0,40.0,55.6,15.1
4577,35204577,3520,Toronto,591.0,515.0,360.0,20.0,69.9,5.3
4578,35204578,3520,Toronto,1142.0,1110.0,790.0,45.0,71.2,5.4
4579,35204579,3520,Toronto,802.0,785.0,480.0,60.0,61.1,11.1
4580,35204580,3520,Toronto,946.0,900.0,630.0,40.0,70.0,6.0
4581,35204581,3520,Toronto,1011.0,1010.0,805.0,55.0,79.7,6.4
4582,35204582,3520,Toronto,754.0,695.0,450.0,50.0,64.7,9.9
4583,35204583,3520,Toronto,567.0,540.0,410.0,30.0,75.9,6.8
4584,35204584,3520,Toronto,605.0,550.0,300.0,25.0,54.5,7.7
4585,35204585,3520,Toronto,838.0,815.0,695.0,10.0,85.3,1.4
4586,35204586,3520,Toronto,517.0,510.0,385.0,15.0,75.5,3.8
4587,35204587,3520,Toronto,371.0,350.0,195.0,20.0,55.7,9.3
4588,35204588,3520,Toronto,2176.0,1990.0,1195.0,105.0,60.1,8.0
4589,35204589,3520,Toronto,1043.0,1030.0,840.0,50.0,81.6,5.6
4590,35204590,3520,Toronto,899.0,875.0,365.0,35.0,41.7,8.6
4591,35204591,3520,Toronto,1252.0,1245.0,945.0,95.0,75.9,9.1
4592,35204592,3520,Toronto,963.0,870.0,615.0,10.0,70.7,1.6
4593,35204593,3520,Toronto,689.0,650.0,405.0,20.0,62.3,4.7
4594,35204594,3520,Toronto,616.0,595.0,425.0,15.0,71.4,3.4
4595,35204595,3520,Toronto,1174.0,1145.0,785.0,65.0,68.6,7.7
4596,35204596,3520,Toronto,677.0,660.0,515.0,30.0,78.0,5.5
4597,35204597,3520,Toronto,544.0,515.0,340.0,30.0,66.0,8.2
4598,35204598,3520,Toronto,407.0,375.0,270.0,0.0,72.0,0.0
4599,35204599,3520,Toronto,821.0,580.0,305.0,80.0,52.6,20.8
4600,35204600,3520,Toronto,977.0,960.0,470.0,60.0,49.0,11.3
4601,35204601,3520,Toronto,463.0,440.0,260.0,25.0,59.1,8.8
4602,35204602,3520,Toronto,651.0,620.0,385.0,20.0,62.1,4.9
4603,35204603,3520,Toronto,547.0,515.0,275.0,10.0,53.4,3.5
4604,35204604,3520,Toronto,731.0,715.0,440.0,45.0,61.5,9.3
4605,35204605,3520,Toronto,706.0,665.0,480.0,25.0,72.2,5.0
4606,35204606,3520,Toronto,1113.0,1005.0,730.0,35.0,72.6,4.5
4607,35204607,3520,Toronto,851.0,,,,,
4608,35204608,3520,Toronto,854.0,775.0,520.0,55.0,67.1,9.6
4609,35204609,3520,Toronto,367.0,,,,,
4611,35204611,3520,Toronto,709.0,675.0,575.0,35.0,85.2,5.7
4612,35204612,3520,Toronto,911.0,830.0,480.0,75.0,57.8,13.5
4613,35204613,3520,Toronto,465.0,435.0,230.0,20.0,52.9,8.0
4614,35204614,3520,Toronto,847.0,715.0,430.0,70.0,60.1,13.9
4615,35204615,3520,Toronto,1178.0,1085.0,790.0,80.0,72.8,9.1
4616,35204616,3520,Toronto,611.0,550.0,265.0,35.0,48.2,11.5
4618,35204618,3520,Toronto,898.0,775.0,460.0,55.0,59.4,10.8
4619,35204619,3520,Toronto,528.0,530.0,365.0,35.0,68.9,8.8
4620,35204620,3520,Toronto,662.0,575.0,405.0,35.0,70.4,7.9
4621,35204621,3520,Toronto,664.0,645.0,490.0,10.0,76.0,2.0
4622,35204622,3520,Toronto,576.0,565.0,365.0,35.0,64.6,8.8
4623,35204623,3520,Toronto,717.0,655.0,515.0,20.0,78.6,3.7
4624,35204624,3520,Toronto,391.0,370.0,250.0,30.0,67.6,10.7
4625,35204625,3520,Toronto,433.0,405.0,185.0,25.0,45.7,12.2
4626,35204626,3520,Toronto,420.0,325.0,160.0,15.0,49.2,8.6
4627,35204627,3520,Toronto,425.0,375.0,230.0,30.0,61.3,11.5
4628,35204628,3520,Toronto,368.0,295.0,160.0,65.0,54.2,29.5
4629,35204629,3520,Toronto,551.0,480.0,290.0,10.0,60.4,3.3
4630,35204630,3520,Toronto,390.0,330.0,175.0,20.0,53.0,10.3
4631,35204631,3520,Toronto,607.0,550.0,400.0,35.0,72.7,8.1
4632,35204632,3520,Toronto,416.0,335.0,240.0,15.0,71.6,5.9
4633,35204633,3520,Toronto,502.0,410.0,295.0,10.0,72.0,3.2
4634,35204634,3520,Toronto,571.0,475.0,330.0,25.0,69.5,7.0
4635,35204635,3520,Toronto,623.0,500.0,325.0,20.0,65.0,5.7
4636,35204636,3520,Toronto,620.0,510.0,350.0,15.0,68.6,4.1
4637,35204637,3520,Toronto,499.0,425.0,280.0,35.0,65.9,11.1
4638,35204638,3520,Toronto,479.0,375.0,245.0,10.0,65.3,4.0
4639,35204639,3520,Toronto,527.0,440.0,305.0,10.0,69.3,3.2
4640,35204640,3520,Toronto,460.0,370.0,240.0,15.0,64.9,5.9
4641,35204641,3520,Toronto,639.0,560.0,395.0,10.0,70.5,2.5
4642,35204642,3520,Toronto,535.0,440.0,335.0,0.0,76.1,0.0
4643,35204643,3520,Toronto,437.0,325.0,230.0,20.0,70.8,8.2
4644,35204644,3520,Toronto,474.0,365.0,215.0,15.0,58.9,6.5
4645,35204645,3520,Toronto,493.0,405.0,250.0,20.0,61.7,7.3
4646,35204646,3520,Toronto,413.0,355.0,190.0,45.0,53.5,19.1
4647,35204647,3520,Toronto,566.0,455.0,220.0,25.0,48.4,10.4
4648,35204648,3520,Toronto,863.0,620.0,250.0,105.0,40.3,29.6
4649,35204649,3520,Toronto,524.0,390.0,225.0,70.0,57.7,23.3
4650,35204650,3520,Toronto,1997.0,1775.0,1180.0,85.0,66.5,6.7
4651,35204651,3520,Toronto,440.0,420.0,295.0,20.0,70.2,6.3
4652,35204652,3520,Toronto,1046.0,975.0,800.0,40.0,82.1,4.8
4653,35204653,3520,Toronto,2832.0,2630.0,1710.0,85.0,65.0,4.7
4654,35204654,3520,Toronto,4721.0,4510.0,3535.0,240.0,78.4,6.4
4655,35204655,3520,Toronto,2572.0,2475.0,1800.0,130.0,72.7,6.7
4656,35204656,3520,Toronto,760.0,725.0,595.0,10.0,82.1,1.6
4657,35204657,3520,Toronto,2255.0,1700.0,920.0,165.0,54.1,15.2
4658,35204658,3520,Toronto,390.0,360.0,240.0,10.0,66.7,4.0
4659,35204659,3520,Toronto,683.0,665.0,215.0,10.0,32.3,4.4
4660,35204660,3520,Toronto,402.0,380.0,255.0,15.0,67.1,5.6
4661,35204661,3520,Toronto,1213.0,1040.0,295.0,75.0,28.4,20.0
4662,35204662,3520,Toronto,1170.0,815.0,395.0,50.0,48.5,11.4
4663,35204663,3520,Toronto,599.0,540.0,335.0,35.0,62.0,9.5
4664,35204664,3520,Toronto,550.0,395.0,300.0,20.0,75.9,6.3
4665,35204665,3520,Toronto,550.0,450.0,205.0,40.0,45.6,16.3
4666,35204666,3520,Toronto,1007.0,790.0,595.0,35.0,75.3,5.6
4667,35204667,3520,Toronto,460.0,430.0,370.0,0.0,86.0,0.0
4668,35204668,3520,Toronto,849.0,750.0,380.0,20.0,50.7,4.9
4669,35204669,3520,Toronto,496.0,410.0,270.0,15.0,65.9,5.3
4670,35204670,3520,Toronto,1248.0,1135.0,695.0,25.0,61.2,3.5
4671,35204671,3520,Toronto,451.0,440.0,115.0,0.0,26.1,0.0
4672,35204672,3520,Toronto,678.0,555.0,370.0,15.0,66.7,3.8
4673,35204673,3520,Toronto,633.0,510.0,370.0,15.0,72.5,3.9
4674,35204674,3520,Toronto,506.0,445.0,255.0,35.0,57.3,12.3
4675,35204675,3520,Toronto,1527.0,1455.0,905.0,55.0,62.2,5.7
4676,35204676,3520,Toronto,2237.0,2090.0,1630.0,55.0,78.0,3.3
4677,35204677,3520,Toronto,2850.0,2510.0,1790.0,100.0,71.3,5.3
4678,35204678,3520,Toronto,405.0,335.0,230.0,0.0,68.7,0.0
4679,35204679,3520,Toronto,447.0,395.0,230.0,20.0,58.2,8.0
4680,35204680,3520,Toronto,564.0,460.0,295.0,15.0,64.1,4.8
4681,35204681,3520,Toronto,471.0,405.0,255.0,40.0,63.0,13.6
4682,35204682,3520,Toronto,519.0,490.0,115.0,25.0,23.5,17.9
4683,35204683,3520,Toronto,410.0,330.0,160.0,30.0,48.5,15.8
4684,35204684,3520,Toronto,652.0,615.0,150.0,15.0,24.4,9.4
4685,35204685,3520,Toronto,424.0,355.0,250.0,15.0,70.4,5.7
4686,35204686,3520,Toronto,475.0,400.0,250.0,0.0,62.5,0.0
4687,35204687,3520,Toronto,347.0,310.0,250.0,10.0,80.6,3.8
4688,35204688,3520,Toronto,684.0,580.0,360.0,20.0,62.1,5.2
4689,35204689,3520,Toronto,885.0,695.0,465.0,75.0,66.9,13.9
4690,35204690,3520,Toronto,930.0,885.0,580.0,60.0,65.5,9.4
4691,35204691,3520,Toronto,3922.0,3505.0,2260.0,170.0,64.5,7.0
4692,35204692,3520,Toronto,424.0,380.0,250.0,10.0,65.8,3.8
4693,35204693,3520,Toronto,534.0,415.0,280.0,20.0,67.5,6.7
4694,35204694,3520,Toronto,1498.0,1270.0,940.0,65.0,74.0,6.5
4695,35204695,3520,Toronto,432.0,355.0,215.0,25.0,60.6,10.2
4696,35204696,3520,Toronto,649.0,535.0,335.0,50.0,62.6,13.0
4697,35204697,3520,Toronto,504.0,405.0,265.0,25.0,65.4,8.6
4698,35204698,3520,Toronto,659.0,515.0,305.0,20.0,59.2,6.1
4699,35204699,3520,Toronto,653.0,445.0,195.0,25.0,43.8,11.1
4700,35204700,3520,Toronto,862.0,745.0,405.0,25.0,54.4,5.8
4701,35204701,3520,Toronto,197.0,,,,,
0,3525,3525,Hamilton,504559.0,407595.0,246345.0,17255.0,60.4,6.5
30,35250030,3525,Hamilton,426.0,340.0,180.0,10.0,52.9,5.3
31,35250031,3525,Hamilton,536.0,450.0,280.0,10.0,62.2,3.5
32,35250032,3525,Hamilton,647.0,535.0,350.0,10.0,65.4,2.8
33,35250033,3525,Hamilton,679.0,575.0,380.0,10.0,66.1,2.6
34,35250034,3525,Hamilton,712.0,605.0,390.0,35.0,64.5,8.2
35,35250035,3525,Hamilton,333.0,255.0,180.0,10.0,70.6,5.3
36,35250036,3525,Hamilton,649.0,525.0,375.0,20.0,71.4,5.1
37,35250037,3525,Hamilton,569.0,500.0,350.0,20.0,70.0,5.4
38,35250038,3525,Hamilton,677.0,570.0,310.0,25.0,54.4,7.5
39,35250039,3525,Hamilton,504.0,415.0,190.0,10.0,45.8,5.0
40,35250040,3525,Hamilton,503.0,370.0,210.0,30.0,56.8,12.8
41,35250041,3525,Hamilton,421.0,380.0,220.0,25.0,57.9,10.2
42,35250042,3525,Hamilton,284.0,225.0,145.0,0.0,64.4,0.0
43,35250043,3525,Hamilton,619.0,540.0,265.0,10.0,49.1,3.7
44,35250044,3525,Hamilton,362.0,310.0,165.0,25.0,53.2,13.2
45,35250045,3525,Hamilton,407.0,355.0,240.0,20.0,67.6,7.7
46,35250046,3525,Hamilton,520.0,440.0,280.0,0.0,63.6,0.0
47,35250047,3525,Hamilton,605.0,515.0,255.0,10.0,49.5,3.8
48,35250048,3525,Hamilton,344.0,255.0,170.0,0.0,66.7,0.0
49,35250049,3525,Hamilton,494.0,405.0,240.0,25.0,59.3,9.4
50,35250050,3525,Hamilton,388.0,325.0,205.0,10.0,63.1,4.8
51,35250051,3525,Hamilton,1233.0,975.0,595.0,40.0,61.0,6.3
52,35250052,3525,Hamilton,371.0,290.0,160.0,10.0,55.2,6.2
53,35250053,3525,Hamilton,665.0,570.0,340.0,30.0,59.6,8.1
54,35250054,3525,Hamilton,401.0,345.0,260.0,20.0,75.4,7.1
55,35250055,3525,Hamilton,763.0,625.0,415.0,35.0,66.4,7.8
56,35250056,3525,Hamilton,249.0,185.0,130.0,10.0,70.3,7.1
59,35250059,3525,Hamilton,782.0,620.0,395.0,0.0,63.7,0.0
60,35250060,3525,Hamilton,663.0,530.0,390.0,10.0,73.6,2.5
61,35250061,3525,Hamilton,455.0,415.0,295.0,15.0,71.1,4.8
62,35250062,3525,Hamilton,649.0,565.0,295.0,0.0,52.2,0.0
63,35250063,3525,Hamilton,1599.0,1295.0,890.0,20.0,68.7,2.2
64,35250064,3525,Hamilton,813.0,735.0,450.0,15.0,61.2,3.2
65,35250065,3525,Hamilton,590.0,485.0,370.0,10.0,76.3,2.6
66,35250066,3525,Hamilton,418.0,365.0,190.0,10.0,52.1,5.0
67,35250067,3525,Hamilton,629.0,490.0,325.0,15.0,66.3,4.4
70,35250070,3525,Hamilton,926.0,650.0,360.0,15.0,55.4,3.9
73,35250073,3525,Hamilton,510.0,410.0,305.0,15.0,74.4,4.7
74,35250074,3525,Hamilton,373.0,300.0,210.0,10.0,70.0,4.7
75,35250075,3525,Hamilton,481.0,395.0,265.0,15.0,67.1,5.4
77,35250077,3525,Hamilton,592.0,450.0,270.0,10.0,60.0,3.6
78,35250078,3525,Hamilton,403.0,375.0,260.0,25.0,69.3,8.8
79,35250079,3525,Hamilton,348.0,285.0,180.0,10.0,63.2,5.3
80,35250080,3525,Hamilton,633.0,470.0,260.0,10.0,55.3,3.7
81,35250081,3525,Hamilton,1070.0,795.0,545.0,30.0,68.6,5.2
82,35250082,3525,Hamilton,277.0,245.0,130.0,25.0,53.1,16.7
83,35250083,3525,Hamilton,724.0,475.0,200.0,65.0,42.1,24.5
84,35250084,3525,Hamilton,338.0,300.0,195.0,15.0,65.0,7.1
85,35250085,3525,Hamilton,294.0,250.0,135.0,0.0,54.0,0.0
86,35250086,3525,Hamilton,664.0,450.0,260.0,15.0,57.8,5.5
87,35250087,3525,Hamilton,532.0,450.0,260.0,20.0,57.8,7.0
88,35250088,3525,Hamilton,531.0,445.0,345.0,10.0,77.5,2.8
89,35250089,3525,Hamilton,558.0,500.0,235.0,0.0,47.0,0.0
93,35250093,3525,Hamilton,581.0,490.0,270.0,20.0,55.1,6.9
94,35250094,3525,Hamilton,322.0,250.0,160.0,10.0,64.0,5.9
95,35250095,3525,Hamilton,505.0,465.0,285.0,35.0,61.3,10.8
96,35250096,3525,Hamilton,548.0,465.0,310.0,10.0,66.7,3.1
97,35250097,3525,Hamilton,429.0,360.0,275.0,10.0,76.4,3.6
98,35250098,3525,Hamilton,247.0,210.0,120.0,30.0,57.1,20.0
99,35250099,3525,Hamilton,892.0,610.0,410.0,10.0,67.2,2.4
100,35250100,3525,Hamilton,488.0,420.0,320.0,15.0,76.2,4.5
101,35250101,3525,Hamilton,465.0,385.0,245.0,0.0,63.6,0.0
102,35250102,3525,Hamilton,347.0,285.0,155.0,0.0,54.4,0.0
105,35250105,3525,Hamilton,587.0,515.0,285.0,0.0,55.3,0.0
106,35250106,3525,Hamilton,474.0,405.0,185.0,15.0,45.7,7.5
107,35250107,3525,Hamilton,522.0,445.0,230.0,15.0,51.7,6.1
108,35250108,3525,Hamilton,542.0,435.0,225.0,10.0,51.7,4.2
109,35250109,3525,Hamilton,677.0,575.0,335.0,10.0,58.3,2.9
110,35250110,3525,Hamilton,556.0,465.0,190.0,20.0,40.9,9.3
111,35250111,3525,Hamilton,607.0,360.0,155.0,15.0,43.1,8.8
112,35250112,3525,Hamilton,426.0,365.0,145.0,0.0,39.7,0.0
113,35250113,3525,Hamilton,300.0,280.0,215.0,10.0,76.8,4.3
114,35250114,3525,Hamilton,396.0,350.0,205.0,10.0,58.6,4.8
115,35250115,3525,Hamilton,1406.0,1085.0,630.0,75.0,58.1,10.6
116,35250116,3525,Hamilton,612.0,510.0,330.0,40.0,64.7,10.8
117,35250117,3525,Hamilton,290.0,220.0,125.0,10.0,56.8,7.4
118,35250118,3525,Hamilton,449.0,360.0,280.0,20.0,77.8,6.7
119,35250119,3525,Hamilton,544.0,430.0,195.0,115.0,45.3,36.5
120,35250120,3525,Hamilton,393.0,280.0,205.0,20.0,73.2,8.7
121,35250121,3525,Hamilton,463.0,355.0,225.0,10.0,63.4,4.3
122,35250122,3525,Hamilton,387.0,345.0,205.0,10.0,59.4,4.8
123,35250123,3525,Hamilton,421.0,350.0,215.0,30.0,61.4,12.0
124,35250124,3525,Hamilton,557.0,450.0,230.0,25.0,51.1,9.6
125,35250125,3525,Hamilton,342.0,285.0,205.0,10.0,71.9,4.7
126,35250126,3525,Hamilton,607.0,445.0,310.0,10.0,69.7,3.1
127,35250127,3525,Hamilton,959.0,685.0,515.0,25.0,75.2,4.6
128,35250128,3525,Hamilton,431.0,335.0,255.0,20.0,76.1,7.3
129,35250129,3525,Hamilton,402.0,325.0,210.0,10.0,64.6,4.5
130,35250130,3525,Hamilton,360.0,310.0,195.0,20.0,62.9,9.3
132,35250132,3525,Hamilton,1423.0,1115.0,585.0,20.0,52.5,3.3
133,35250133,3525,Hamilton,328.0,330.0,0.0,0.0,0.0,0.0
134,35250134,3525,Hamilton,763.0,620.0,415.0,15.0,66.9,3.5
135,35250135,3525,Hamilton,771.0,630.0,440.0,0.0,69.8,0.0
136,35250136,3525,Hamilton,376.0,325.0,165.0,0.0,50.8,0.0
137,35250137,3525,Hamilton,352.0,300.0,170.0,15.0,56.7,8.1
144,35250144,3525,Hamilton,610.0,515.0,325.0,15.0,63.1,4.4
145,35250145,3525,Hamilton,373.0,275.0,180.0,0.0,65.5,0.0
146,35250146,3525,Hamilton,836.0,690.0,430.0,35.0,62.3,7.4
147,35250147,3525,Hamilton,459.0,340.0,210.0,15.0,61.8,6.7
148,35250148,3525,Hamilton,496.0,410.0,280.0,20.0,68.3,6.7
149,35250149,3525,Hamilton,619.0,505.0,300.0,40.0,59.4,11.8
150,35250150,3525,Hamilton,490.0,430.0,210.0,30.0,48.8,12.5
151,35250151,3525,Hamilton,486.0,430.0,280.0,0.0,65.1,0.0
152,35250152,3525,Hamilton,1388.0,1085.0,640.0,20.0,59.0,3.1
153,35250153,3525,Hamilton,633.0,535.0,355.0,20.0,66.4,5.3
154,35250154,3525,Hamilton,2455.0,1820.0,1325.0,85.0,72.8,6.0
155,35250155,3525,Hamilton,2111.0,1580.0,1225.0,55.0,77.5,4.3
156,35250156,3525,Hamilton,389.0,310.0,175.0,0.0,56.5,0.0
158,35250158,3525,Hamilton,511.0,440.0,300.0,0.0,68.2,0.0
159,35250159,3525,Hamilton,482.0,400.0,290.0,10.0,72.5,3.3
160,35250160,3525,Hamilton,421.0,355.0,255.0,0.0,71.8,0.0
161,35250161,3525,Hamilton,753.0,575.0,410.0,40.0,71.3,8.8
162,35250162,3525,Hamilton,384.0,340.0,225.0,10.0,66.2,4.3
163,35250163,3525,Hamilton,545.0,460.0,275.0,10.0,59.8,3.6
164,35250164,3525,Hamilton,497.0,455.0,180.0,15.0,39.6,7.5
171,35250171,3525,Hamilton,613.0,495.0,335.0,25.0,67.7,6.8
172,35250172,3525,Hamilton,498.0,425.0,285.0,35.0,67.1,10.8
173,35250173,3525,Hamilton,711.0,565.0,390.0,15.0,69.0,3.7
174,35250174,3525,Hamilton,1065.0,880.0,600.0,50.0,68.2,7.6
175,35250175,3525,Hamilton,769.0,490.0,355.0,20.0,72.4,5.3
176,35250176,3525,Hamilton,736.0,575.0,410.0,40.0,71.3,8.9
177,35250177,3525,Hamilton,796.0,570.0,380.0,35.0,66.7,8.5
178,35250178,3525,Hamilton,569.0,425.0,265.0,10.0,62.4,3.6
179,35250179,3525,Hamilton,686.0,505.0,405.0,20.0,80.2,4.7
180,35250180,3525,Hamilton,626.0,475.0,315.0,30.0,66.3,8.8
181,35250181,3525,Hamilton,418.0,330.0,220.0,25.0,66.7,10.2
182,35250182,3525,Hamilton,685.0,555.0,400.0,0.0,72.1,0.0
183,35250183,3525,Hamilton,257.0,210.0,150.0,15.0,71.4,9.1
184,35250184,3525,Hamilton,429.0,340.0,250.0,10.0,73.5,3.8
185,35250185,3525,Hamilton,706.0,500.0,310.0,0.0,62.0,0.0
186,35250186,3525,Hamilton,332.0,280.0,250.0,0.0,89.3,0.0
187,35250187,3525,Hamilton,1089.0,785.0,595.0,25.0,75.8,4.1
188,35250188,3525,Hamilton,755.0,560.0,410.0,0.0,73.2,0.0
189,35250189,3525,Hamilton,655.0,535.0,370.0,15.0,69.2,3.9
190,35250190,3525,Hamilton,456.0,335.0,210.0,55.0,62.7,20.4
191,35250191,3525,Hamilton,762.0,620.0,475.0,15.0,76.6,3.0
192,35250192,3525,Hamilton,896.0,775.0,555.0,40.0,71.6,6.8
193,35250193,3525,Hamilton,387.0,320.0,215.0,10.0,67.2,4.4
194,35250194,3525,Hamilton,548.0,480.0,360.0,10.0,75.0,2.7
196,35250196,3525,Hamilton,561.0,455.0,285.0,25.0,62.6,8.1
197,35250197,3525,Hamilton,553.0,470.0,305.0,10.0,64.9,3.2
199,35250199,3525,Hamilton,1165.0,895.0,555.0,50.0,62.0,8.2
200,35250200,3525,Hamilton,551.0,470.0,245.0,25.0,52.1,9.3
201,35250201,3525,Hamilton,306.0,280.0,165.0,10.0,58.9,5.6
202,35250202,3525,Hamilton,1059.0,830.0,465.0,115.0,56.0,19.7
203,35250203,3525,Hamilton,1003.0,745.0,410.0,50.0,55.0,10.9
204,35250204,3525,Hamilton,1099.0,755.0,390.0,85.0,51.7,17.9
205,35250205,3525,Hamilton,283.0,215.0,150.0,0.0,69.8,0.0
206,35250206,3525,Hamilton,670.0,535.0,360.0,10.0,67.3,2.7
207,35250207,3525,Hamilton,318.0,280.0,200.0,0.0,71.4,0.0
208,35250208,3525,Hamilton,414.0,365.0,155.0,10.0,42.5,6.1
209,35250209,3525,Hamilton,344.0,295.0,175.0,0.0,59.3,0.0
210,35250210,3525,Hamilton,457.0,390.0,215.0,30.0,55.1,12.5
211,35250211,3525,Hamilton,323.0,315.0,95.0,15.0,30.2,13.6
212,35250212,3525,Hamilton,445.0,370.0,145.0,15.0,39.2,9.4
213,35250213,3525,Hamilton,431.0,370.0,205.0,10.0,55.4,4.7
216,35250216,3525,Hamilton,412.0,340.0,160.0,15.0,47.1,8.6
217,35250217,3525,Hamilton,664.0,515.0,320.0,50.0,62.1,13.7
218,35250218,3525,Hamilton,624.0,505.0,360.0,20.0,71.3,5.2
221,35250221,3525,Hamilton,534.0,465.0,275.0,10.0,59.1,3.4
222,35250222,3525,Hamilton,506.0,445.0,180.0,25.0,40.4,12.2
223,35250223,3525,Hamilton,475.0,430.0,195.0,20.0,45.3,9.3
224,35250224,3525,Hamilton,425.0,320.0,150.0,10.0,46.9,6.2
225,35250225,3525,Hamilton,356.0,335.0,180.0,10.0,53.7,5.3
226,35250226,3525,Hamilton,502.0,500.0,225.0,20.0,45.0,8.0
227,35250227,3525,Hamilton,574.0,495.0,265.0,0.0,53.5,0.0
230,35250230,3525,Hamilton,486.0,400.0,210.0,20.0,52.5,8.5
231,35250231,3525,Hamilton,666.0,570.0,260.0,25.0,45.6,8.8
232,35250232,3525,Hamilton,942.0,615.0,285.0,25.0,46.3,8.1
233,35250233,3525,Hamilton,543.0,490.0,260.0,15.0,53.1,5.5
234,35250234,3525,Hamilton,386.0,315.0,210.0,10.0,66.7,4.5
238,35250238,3525,Hamilton,1094.0,785.0,405.0,50.0,51.6,11.0
239,35250239,3525,Hamilton,406.0,320.0,205.0,0.0,64.1,0.0
240,35250240,3525,Hamilton,715.0,550.0,315.0,30.0,57.3,8.7
241,35250241,3525,Hamilton,272.0,240.0,105.0,10.0,43.8,8.7
243,35250243,3525,Hamilton,1256.0,1025.0,595.0,35.0,58.0,5.6
248,35250248,3525,Hamilton,904.0,795.0,515.0,40.0,64.8,7.2
249,35250249,3525,Hamilton,526.0,510.0,220.0,15.0,43.1,6.2
250,35250250,3525,Hamilton,491.0,390.0,240.0,20.0,61.5,7.7
251,35250251,3525,Hamilton,407.0,320.0,175.0,25.0,54.7,12.5
254,35250254,3525,Hamilton,665.0,580.0,305.0,30.0,52.6,9.0
255,35250255,3525,Hamilton,541.0,500.0,240.0,15.0,48.0,5.9
